tweet_id,username,created,text,label
1404442191980814339,øystein bergstrøm,2021-06-14 14:14:46,"@MjeldeRm @VGSvea De som bor innenfor det kaller landet Holland, og siden det er flesteparten i landet, er ikke det noe verre enn å  si Helsinki istedenfor Helsingfors. Vi sier det de lokale sier i Norge :)",bokmål
1404442398688792585,Ingvill Konradsen,2021-06-14 14:15:35,"@rotsekk @emalmas @DenneALarsen @eideriksen @FSarkasme Fikk melding om å høre på den siste episoden deres, og får bare takke så mye for kompliment :) Twinsa kommer garantert til å mobbe meg for dette 😎 Heia RBK!",bokmål
1404442429827203077,Aslak Raanes,2021-06-14 14:15:43,@DagJ71 @forsberg Testkapasiteten i rurale strøk er sikkert toppers.,bokmål
1404442542339465220,Bjørnar Grønbech,2021-06-14 14:16:10,For et mål⚽️til Tsjekkia https://t.co/m6EpbKBrHK,bokmål
1404442804236005380,Photophrodo,2021-06-14 14:17:12,"Det NAV-brevet minner meg om da jeg som student fortvilet prøvde å få hjelp fra sosialkontoret (som den biten het den gang) til å betale husleia - fordi jeg i siste liten ikke fikk sommerjobben jeg trodde jeg hadde fått likevel. Svaret var akkurat sånn. Liten sak, stor for meg",bokmål
1404442875983761421,øystein bergstrøm,2021-06-14 14:17:29,"@larssivertsen Hadde vært overskriften på balløyen det, om de snakket norsk.",bokmål
1404443220176687104,R. Thorsen,2021-06-14 14:18:51,@Cashfan78 @emalmas Uten litt hat og rivalisering dør fotballen ut.,bokmål
1404443550230749197,Halvvaksinert Jernkjeve,2021-06-14 14:20:10,"Da var dose 1 av 2 unnagjort. #vaksinert #Moderna @ Tøyen, Oslo, Norway https://t.co/AJzYQSNgUI",bokmål
1404443554563477510,Odd M,2021-06-14 14:20:11,@einherjer83 Har flere ganger blitt beskyldt for å være mannsjåvinist for å tilby kvinner hjelp,bokmål
1404443565921640452,øystein bergstrøm,2021-06-14 14:20:14,"@Oispammy Har ikke hund, men hunder på besøk for lov til det. Mest fordi det er letteste måte å beskytte hunden mot katten!",bokmål
1404443661212000261,øystein bergstrøm,2021-06-14 14:20:36,"@Oispammy Har ikke hund, men hunder på besøk får lov til det. Mest fordi det er letteste måte å beskytte hunden mot katten!",bokmål
1404444037512368133,Lene Beate,2021-06-14 14:22:06,"@marenostbo @gstorro Nav fungerte slik det gjør nå, under Arbeiderpartiet og. Det må lovendring til .",bokmål
1404444394770546689,Sondre Malmgren,2021-06-14 14:23:31,@renatheer @KSteigen For en forferdelig nedlatende tone du og trådstarter viser.,bokmål
1404445925830021122,Øyvind L. Høysæter,2021-06-14 14:29:36,"Kaos i trafikken på Haukås, det er ikke akkurat der de trenger trafikkuhell siden veiene ikke tåler vanlig trafikk fra før av.",bokmål
1404446160819998721,Øyvind L. Høysæter,2021-06-14 14:30:32,"@helgemartin ""EDB-lisens inndratt""",bokmål
1404446338914336768,💛💙🏆KatheBerry1952 🇩🇰🇪🇺,2021-06-14 14:31:15,"Burde være obligatorisk i alle klubber. 👍❤
https://t.co/Bmjbz0ASNC",bokmål
1404446475678007297,Harald Bonaventura,2021-06-14 14:31:47,@fotballagenten Da har jeg spilt mot deg! For Årstad. Bannade Nymark.,bokmål
1404446534494834694,Øyvind L. Høysæter,2021-06-14 14:32:01,NAV bør settes under streng administrasjon @erna_solberg.,bokmål
1404446726417752064,Odd M,2021-06-14 14:32:47,"@JoEllegard Joda, men når en blir beskyldt for å være mannssjåvinist for å tilby en kvinne hjelp, så slutter en selvfølgelig med slikt",bokmål
1404446755664584707,Odd M,2021-06-14 14:32:54,@einherjer83 Jupp,bokmål
1404446885465800720,Tom Buer,2021-06-14 14:33:25,"Som å se @blakern111 i tippetuppen .  
Schick ⚽️⚽️",bokmål
1404447175308873728,Arnt Furunes 🇧🇻🏳️‍🌈 ᚾIᛋᛟᛚᚢᛋᛟᛏ,2021-06-14 14:34:34,@akronholm @ThAOSteen Som NAV - now under new management - prompte ville krevd tilbake med trusler om anmeldelse og fengselsstraff.,dialectal
1404448034625294339,Einar Næss Jensen,2021-06-14 14:37:59,@Ildus det enkle er ofte det beste,bokmål
1404448248664834052,Arnt Furunes 🇧🇻🏳️‍🌈 ᚾIᛋᛟᛚᚢᛋᛟᛏ,2021-06-14 14:38:50,"@budweisa @simonaldra @jonasali Tog-Jonas, even.",bokmål
1404448267782574082,Øyvind L. Høysæter,2021-06-14 14:38:55,@ThomasWergeland Jeg må bare føye til at jeg er klar over at det jeg har opplevd har bare en promille av styrke i forhold til hva jeg vet andre opplever.,bokmål
1404448472397451268,Odd M,2021-06-14 14:39:43,"@Redneck_norway @JoEllegard Eg og har gitt opp kvinnfolk. En kvinne som trenger hjelp får ingen av meg.
Drittlei av å bli behandla verre enn dritten under skoa deres",nynorsk
1404449195810082818,Odd M,2021-06-14 14:42:36,@MteTone Dessverre ødelegger mange for deg med sin behandling av oss,bokmål
1404449560731193346,Odd M,2021-06-14 14:44:03,"@JoEllegard Eg er hjelpsom av natur, så det vil eg fortsette med. Dog ikkje med fremmede kvinner",mixed
1404449910112595969,Odd M,2021-06-14 14:45:26,"@MteTone Ingen sjanse til det når du for eksempel holder døra oppe for ei, og blir kjeftet huden full",bokmål
1404449928278118402,Per Øyvind Skogstad,2021-06-14 14:45:30,Hareide etter Koteng-møte: – Det finnes penger https://t.co/nUtQ2yrqSq,bokmål
1404450204523372547,Bjarte,2021-06-14 14:46:36,@LMGimse Men dette var en gledelig nyhet. Vi har dessverre hatt null fremgang med Joey og han virker ikke å være den rette til å få maks ut av dette laget.,bokmål
1404450423533047815,Espen Haugland,2021-06-14 14:47:29,"Det er altså så deilig å se fotball der dommerne tillater fysisk spill. Vi er blitt for vandt til at spillere kan legge seg ned i pressede situasjoner, og komme unna med det. Stor kudos til dommerne foreløpig. Full kontroll på VAR rommet også😍",bokmål
1404450553107824654,PlayMaker®,2021-06-14 14:47:59,Ser de har virkelig har fått Schick på han spissen til Tsjekkia. God spiller.,bokmål
1404450611681181703,Per G. Østerlie,2021-06-14 14:48:13,@johanxtian Stilig bil. Savner en sånn en.,bokmål
1404451030478299153,Odd M,2021-06-14 14:49:53,"@JoEllegard @Redneck_norway Nei, døra er lukka og låst. De har klart å ødelegge ens glede ved å være snill og hjelpe",bokmål
1404451292186021891,Edvard Nore,2021-06-14 14:50:56,Nærmest alle mine venner på egen alder i utlandet har fått tilbud om vaksine nå.,bokmål
1404451984204312580,Mona Eng,2021-06-14 14:53:41,@oddvar_reiakvam @jenskihl For ordens skyld: Dette er vel et kommunalt vedtak. Lov om sosiale tjenester forvaltes av den kommunale delen av NAV-kontoret.,bokmål
1404453592195649539,Øyvind Kvalnes,2021-06-14 15:00:04,"@SaraPihl Ekte og falsk jasmin, altså. Hvordan ser du forskjell?",nynorsk
1404453623011196929,Jørgen Knudsen™,2021-06-14 15:00:11,"@DrummerTalking @frkanli Det var ikke valget jeg tenkte på, for det er tatt, men kravet til kommunene. At det godkjennes et så sjelløst, arkitektonisk produkt i et etablert boligfelt er for meg en gåte. Dette er jo en bunkers! 😂😂",bokmål
1404453760559112203,Jørgen Knudsen™,2021-06-14 15:00:44,"@RandyBoBandy500 Nei nei, dette er for gamere, tydeligvis 😂😂",bokmål
1404453827345006593,MorganK,2021-06-14 15:01:00,*manglende bruk vil jeg anta..? 🤔 https://t.co/qCexZZMpVP,dialectal
1404453899810004992,Jørgen Knudsen™,2021-06-14 15:01:17,"@BBaardsen Det stemmer, og dette må kommunene sette en stopper for.",bokmål
1404454005049368581,Tilsynet for universell utforming av ikt,2021-06-14 15:01:42,Ny blogg! Då studentane brått vart heildigitale. Les om erfaring og tips frå Kristina Ødegård som bloggar om studiekvardagen under pandemien og uu. https://t.co/bUZX1UI27e #uu #skole #utdanning #ux #digitalisering #undervisning,bokmål
1404454790285991940,Mona Eng,2021-06-14 15:04:50,@MelenTrond @SV_Karin @SVparti Mener du at borgerlønn vil gjøre behovet for Lov om sosiale tjenester overflødig?,bokmål
1404454802453565440,Rita,2021-06-14 15:04:53,"@casanor11 @CPalmesen @SynnevaErland Eg ve te Bergen, ve te Bergen med det samme 🎶 Kjem i juli!",bokmål
1404455139344367619,Jørgen Knudsen™,2021-06-14 15:06:13,"@VigdisTonning Ja, disse er jo råtne før de er satt opp, men vannmaling som grunning 😂😂",bokmål
1404455403027636226,Jørgen Knudsen™,2021-06-14 15:07:16,"@tantenita Det er sant, men det finnes regler, som ingen bryr seg om. Profitt og skatteinntekter er drivende for fortettingen. Drit i hvordan det ser ut.",bokmål
1404455522909163520,Jørgen Knudsen™,2021-06-14 15:07:44,@hannewetland Kjeller i alle etasjer! 😂😂,bokmål
1404455544224690181,Skogbrann Helikopter,2021-06-14 15:07:49,"DSB har gjort en vurdering,fra 15.06 til og med 17.06., står maskiner i ekstra skogbrannberedskap på følgende baser: 1 Ljosland og 1 Kjeller

Dette er i tillegg til Skogbrannhelikopteret som står på Torp.",mixed
1404456258858594307,Johan Erlandsson,2021-06-14 15:10:40,@thorinstradgard Klass!,bokmål
1404456271756021763,Rita,2021-06-14 15:10:43,"Spansk i EM-kjøkkenet i dag. 
Enkelt og greitt, tortilla de patatas🇪🇦 https://t.co/nA6ZCyV0PJ",bokmål
1404456376529833987,Pesta,2021-06-14 15:11:08,"Jeg har møtt folk der NAV ikke har villet dekke midlertidig bosted, men gitt de penger til telt.",bokmål
1404456636882771971,Magnus Westerberg,2021-06-14 15:12:10,Råkade gå in i en fysisk bokhandel... https://t.co/KWf9RQxx8x,bokmål
1404457016551149572,Rolf Gjerdsjø,2021-06-14 15:13:40,@enavgutta Frekk touch i den der å inkludere slagordet til et (særdeles bra) bryggeri fra Lier! 😃,bokmål
1404457428993908737,Frederik L. Gnatt,2021-06-14 15:15:19,"@AudunEskeland @Odinbn @spildrejordet @MagnusBarstad LeBron i 2010 kan man ta opp. Til en viss grad i flere andre kamper og serier også. 
Kobe slutta mot Suns i sluttspillet. Ville ikke skyte to prove a point. 
Jokic har vist flere ganger allerede at det absolutt ikke er hjerte og viljen det står på. 60 min mot Blazers blant annet.",bokmål
1404457637148774405,Magne Bjella,2021-06-14 15:16:08,@WandaOstbo Godt å vite 😇🤩,bokmål
1404457866166218755,Birgitte Kleivset,2021-06-14 15:17:03,Schick senket Skottland med ellevilt mål fra midtbanen – i TV2 sitt studio er det én programleder og to fodballeksperter som kommenterer og diskuterer - kvinner alle sammen - det tror jeg faktisk er første gang jeg har sett! - Verden går framover ⚽️ #Euro2020 Kudos @tv2 https://t.co/raDWQJSrdz,bokmål
1404459337859411971,Christian H. I.,2021-06-14 15:22:54,"@EnnySolli @AHvitstein @Arbeiderpartiet @TorsteinTS Den skjønte jeg ikke, skal vi beholde gjengen som kjører lønnsnemnd på bestilling fra KS fordi det blir så mye verre med «de andre»?!",bokmål
1404459435926372358,Nicholas Vikør Green,2021-06-14 15:23:17,"Stormy Monday morning @ Hellvik, Akershus, Norway https://t.co/lErcmQTzHB",mixed
1404460605071835137,Frederik L. Gnatt,2021-06-14 15:27:56,"Han bommer mye, Skip, men her er han på ball. Helt håpløst å gi en flagrant 2 der. 1 hadde holdt i massevis. Forstår ikke hvorfor de ikke velger den åpenbare løsningen.",bokmål
1404460644691329029,Stig-André Lippert,2021-06-14 15:28:05,@hermarillion @AalesundsFK Takk for det!👍,bokmål
1404460755802591232,Rugml Mestavia 🏳️‍⚧️BLM,2021-06-14 15:28:32,@prokrastinerer @neonvoid_ Jeg beskyttet meg ved å være omgitt av maten til @FancyMcUsername.😄,bokmål
1404460794549579778,Anders J. Dahlin,2021-06-14 15:28:41,Torsdag 💉,bokmål
1404461136234307590,Christian H. I.,2021-06-14 15:30:03,"Uaktuelle partier for sykepleiere og lærere til valget (og som bare kan drite i å fremsnakke lærere og sykepleiere!):
@Arbeiderpartiet ❌
@frp_no ❌
@Hoyre ❌
@Venstre ❌
@KrFNorge ❌
@Senterpartiet ❌",bokmål
1404461247375056898,Ove Tollerz,2021-06-14 15:30:29,Asien spelar en stor roll. EU har mindre betydelse. https://t.co/JObLgXxEj8,bokmål
1404461550958792721,Joachim W Andersen,2021-06-14 15:31:42,"Bli med på laget. Du må blant holde ut med meg, men det er forhåpentligvis en liten pris å betale for å lage kult innhold for klubben din. Alt er frivillig, og veldig lavterskel hvis du har lite tid og kun kan lage noe innimellom. DM til klubben eller meg hvis du er interessert😎",nynorsk
1404461816667836417,Odd M,2021-06-14 15:32:45,"@jkBaltzersen @MteTone Overdreven reaksjon ja, men det ville aldri skjedd uten hennes løgner",mixed
1404462244105273354,Sigurd,2021-06-14 15:34:27,"@filosofaen @statsbedreviter Fy, jeg savner Oslo.",bokmål
1404462255803179008,Odd M,2021-06-14 15:34:30,@MteTone @jkBaltzersen Eg vil gå så langt som å si at hun burde vært fratatt foreldreansvaret,bokmål
1404462675636195334,Rugml Mestavia 🏳️‍⚧️BLM,2021-06-14 15:36:10,@skrutvinge Så bra det var litt lærerikt. Takk!💜,dialectal
1404462873968001029,Helge Kvalheim,2021-06-14 15:36:57,"Liten handletur regnværet 😏👍 @ Indre Arna, Hordaland, Norway https://t.co/TAqgX6MVh6",bokmål
1404463218144202758,Johan Elmquist,2021-06-14 15:38:19,@eurotalk2005 AIK - SSK semi nr 3 1984. 11-1. Ståplats på Hovet.,mixed
1404463224217477123,sbjrn lvld,2021-06-14 15:38:20,"- folk flest er bra folk
 https://t.co/5DSjA7N1wR",bokmål
1404463827081641986,Bottenkille LTD,2021-06-14 15:40:44,@toppenkille @geggvecket Det låter helt sinnesgalet,nynorsk
1404463886665928706,💖 ᴍᴇᴡ🍧💞 | Lesbee™ 🇧🇻,2021-06-14 15:40:58,"2 dager til eg skal snakke med kirurg angående operasjon for gallesteinene, merker nå at eg begynner å bli nærvøs",bokmål
1404464186462199815,💖 ᴍᴇᴡ🍧💞 | Lesbee™ 🇧🇻,2021-06-14 15:42:10,Håper eg før dette innvilget. Er så lei av å ha smerter,bokmål
1404464195169669126,Rolf Gjerdsjø,2021-06-14 15:42:12,Dette er klasse-trolling.,bokmål
1404464196130050051,Per Arne Bjørnhom,2021-06-14 15:42:12,Har nettopp publisert et bilde @ Nikkelverk Glencore https://t.co/jjbcCCA4mP,bokmål
1404464315676172296,Rugml Mestavia 🏳️‍⚧️BLM,2021-06-14 15:42:41,@skrutvinge Så bra du setter deg litt inn i ting. Det er gull for oss om står midt oppi!💜,bokmål
1404464570673008643,Rita,2021-06-14 15:43:41,@oyvek Nå las eg meldinga til den heldige son 😘,bokmål
1404465052829339655,Packe,2021-06-14 15:45:36,"@hbgsiibb @ScharfeN33 En god grogg, horunge",bokmål
1404465285583753216,Jonas Ali Ghanizadeh,2021-06-14 15:46:32,"Altså, som om Arbeiderpartiet har til hensikt å gjøre noe med dette. Det kan jo hende at folk ikke vil jobbe om de får strøm i huset fra det offentlige. 

Tror man må stemme på helt andre partier om dette er hjertesak. https://t.co/AckbPFaHlu",bokmål
1404465291938177027,KapAbel Hiorth 🏳‍🌈👩‍❤️‍💋‍👩👨‍❤️‍💋‍👨🎬,2021-06-14 15:46:33,Når du tror du har et knakende godt argument når du ikke har det https://t.co/ZnHrQXrcQo,bokmål
1404465689021255681,RAZ,2021-06-14 15:48:08,Great pass from tviktor! 🙌🏼 @ Ulleryd's Palace https://t.co/o77pZpbnk4,mixed
1404465696600428549,Jonas Bergh-Johnsen,2021-06-14 15:48:10,"- Eirik er i helikopter på vei sørover. Den veien, melder Petter Belsvik som årsak til Kjønøs fravær på Nadderud i kveld. 

Den offisielle årsaken er at han er på fødestua med sin fru, der han venter sin førstefødte. Mao ingen uttalelser fra Stabæk-assistenten om Start-jobben. https://t.co/8ppLsrw9cU",nynorsk
1404465698370424834,Jonas Ali Ghanizadeh,2021-06-14 15:48:10,"Akkurat som i asylpolitikken hvor AP er helt på linje med FrP, bare med penere ord.",bokmål
1404466476166287362,Jonas Ali Ghanizadeh,2021-06-14 15:51:16,Hvorfor er det ingen som har skrevet noe om at vi kaller dette for mellompandemitiden?,bokmål
1404466870808420354,HamKam,2021-06-14 15:52:50,.@EriksenKris på topp. @alekmelga  på en sjetteplass 🙌🏼💪🏼💚,bokmål
1404466996276776965,Erik Sterud,2021-06-14 15:53:20,Lukka laks. Første gang på Meny Røa. Vår teknologi - Krüger Kaldnes (fra sist fredag - Pure Salmon Kaldnes RAS). Nå skal den testes! #laks #oppdrett #fisk #sjømat https://t.co/jhwyTvJELN,bokmål
1404467307997503490,Michael Gill,2021-06-14 15:54:34,@PLTVA @steez @ManjolaSadjivi @andersson_jon @dannedoom Slaget om PolSlova!,bokmål
1404467715419557893,Mats Tellefsen,2021-06-14 15:56:11,Og så begynner selvsagt maset om Nordlie tilbake. Sier uhøflig nei takk til det.,bokmål
1404468697729835011,Bjarte,2021-06-14 16:00:05,@QRT37 @LMGimse Er vel ikke så uvanlig der rent formelt. Er varslet mer informasjon i kveld.,bokmål
1404468719842172944,Lars Erik Pedersen,2021-06-14 16:00:11,Hvert mesterskap blir jeg minnet på hvor tullete uttala på Szczesny skal være. Det språket der er jo helt ute 😅 #nrkem,bokmål
1404468798300868614,Jonas Bergh-Johnsen,2021-06-14 16:00:29,"For øvrig kamp her fra 1830 på @EurosportNorge. Wangberg vraket, men tema i buildup. Khoblenko debuterer fra start, Kostadinov kastes inn. Winther får sjansen på bekostning av Berntsen. Hva får vi fra Stabæk-Tromsø da? https://t.co/c4DokQzvSG",bokmål
1404468910808866822,FerdigVaksinert_Tor,2021-06-14 16:00:56,"Blomster, sommer og stilits #stilits #goldfinch #fugler #bird #birds #nrkinnlandet #nrknatur #fuglefoto #natur #wildlife #dyreliv #kolbu #toten #norge #norway @ Kolbu https://t.co/nWWkaXwNyt",bokmål
1404469035060936706,Jonas Ali Ghanizadeh,2021-06-14 16:01:26,Dette må vel rammes av hallikparagrafen? https://t.co/1Fivn6iIJz,bokmål
1404469246302769153,goldenboy,2021-06-14 16:02:16,"Har nettopp publisert et bilde @ Bergen, Hordaland https://t.co/gC5oFmYxbP",bokmål
1404469508505575424,Åse Torill,2021-06-14 16:03:19,@FranciscaH3 De små skoa der er bare noe av det mest nusselige som fins😍,bokmål
1404469549534269440,Magne Bjella,2021-06-14 16:03:29,@Pragma_Realist Siden du er realist - så skjønner du også sikkert at jeg snakker med store bokstaver her. Spørsmålet er bare om vi trenger å bygge et næringsbygg og som opptar store arealer når mange kan jobbe hjemmefra. Så se som ønsker det skal selvfølgelig kunne være på «kontor»,bokmål
1404469845442416641,Martin Rindalsholt,2021-06-14 16:04:39,Har nettopp publisert et bilde @ Bergsstaden Røros https://t.co/v5ubkSupyD,bokmål
1404470443743006731,Nina Rytter Hoslemo,2021-06-14 16:07:02,Sirkus Start fortsetter,bokmål
1404470478681559046,Martin Rindalsholt,2021-06-14 16:07:10,Har nettopp publisert et bilde @ Bergsstaden Røros https://t.co/7ibDCGfn8m,bokmål
1404470603260870659,Magne Bjella,2021-06-14 16:07:40,@Geitebukk2 Så ingen blir avhengig av de rusmidlene du ønsker frigitt? Ingen som starter med de og havner Iver på hardere stoffer? Selvfølgelig vil sikre at kommunene får nok midler til å bygge opp behandlingskapasitet for de som havner utpå…. Selvfølgelig vil du også betale mer skatt!,bokmål
1404470697062277126,Atle  Elverum,2021-06-14 16:08:02,NATO har ingen ting med sør-Kinahavet å gjøre.  #Dax18,bokmål
1404471183962251276,Kent André Markussen,2021-06-14 16:09:58,Vitsen med å reis tel Sverige førr å handle litt bærre førr å sett så lenge å vent når mna ska heim igjen? #idioti 🤦🏻,dialectal
1404471375713255426,Erik Erik Seierstad,2021-06-14 16:10:44,@JohanSlattavik @tone_fall Du har nok rett. Å gi trailertwitter en sjanse var feil. Jeg prøvde å overse fakta av ideologiske årsaker. Nå skal jeg dyrke mine fordommer mot trailertwitter med god samvittighet. Takk for hjelpen!,bokmål
1404471634266841104,Åse Torill,2021-06-14 16:11:46,"@Froggyking84 Fikk lyst til å følge deg jeg, nå 😊",bokmål
1404471680538484753,Magne Bjella,2021-06-14 16:11:57,@annatw Jeg er magnetisk fra før derav navnet mitt 😬😬😬 og har akkurat fått inn Bill Gates og Jill Biden 😇… nettverket er fortreffelig,mixed
1404472276712558601,Andreas Theilmann Jensen,2021-06-14 16:14:19,@DavyWathne @vgsporten Regjeringen er mer opptatt av mattekrav.,bokmål
1404472671551827972,Christina Paulos,2021-06-14 16:15:53,@DavyWathne @vgsporten Rettes opp i skrivende stund!,bokmål
1404473273086324740,Christina Paulos,2021-06-14 16:18:16,@DavyWathne @vgsporten Da er det i så fall en henvisning som har gått rett over hodet på meg. Er nok bare noen som har vært litt for kjappe og blingset litt. Kan skje den beste!,bokmål
1404473755414548487,Andreas Theilmann Jensen,2021-06-14 16:20:11,"Kanskje det minst elegante solomålet jeg har sett, men hey!",bokmål
1404474002538647553,Magne Bjella,2021-06-14 16:21:10,@sgaarder Sverre jeg vet dette er kanskje upassende men er virkelig TV’en  rotet vekk? Jeg fikk ikke varen jeg hadde bestilt fra en sportskjede fordi produktene plutselig hadde falt ut av pakke grunnet dårlig «emballasje» .. så sportskjeden måtte sende ny… er det uke utro tjenere heller?,bokmål
1404474198731411464,Moongate Limited,2021-06-14 16:21:57,Just posted a photo @ Saltsjöbaden https://t.co/YVMz4ffMoG,bokmål
1404474300879495175,Magne Bjella,2021-06-14 16:22:21,"Innlegg: Ap vil la staten bygge en digital teknologinasjon slik vi gjorde Norge til en oljenasjon
Arbeiderpartiet legger opp til en strategisk næringspolitikk: Vi skal bygge opp en egen dataleverandørindustri som kan gi de globale teknologigigantene konkurranse på viktige områder",bokmål
1404474491800068098,Magne Bjella,2021-06-14 16:23:07,@annatw 😂😂😂😂😂 klem i vei,bokmål
1404474493255524356,Erik Erik Seierstad,2021-06-14 16:23:07,"@safinadeklerk @Aftenposten Uten-utendørs er det som befinner seg utenfor det som er på utsiden, altså innsiden.

""5000 med feste plasser"" viser at også Aftenpostens journalist sliter med preposisjoner. ""På"" hadde vært riktig her. Sammensatte ord er heller ikke så lett. Det heter ""festplasser"", uten fuge-e.",mixed
1404474700261167110,Landor,2021-06-14 16:23:57,"Fikk du ikke nok / med deg @apeksgg i stad? Ny sjanse nå når de går opp i mot powerhouset forZe i ESEA Premier! @EldoradoEsport gønner på med sendinger, Apeks gønner på på server, jeg gønner på i studio, håper vi ses!
Starter 19:00 på https://t.co/yvn4jneifH",bokmål
1404475558331887622,Stein Olav Hjelseth,2021-06-14 16:27:21,"Fire mellomledere i NAV
https://t.co/C1MYhh89Ed",mixed
1404476104698695681,Monika Riskild,2021-06-14 16:29:31,Når du er i sammen med/samme rom/omgås venner og familie osv og en begynner og gjespe.. 🥱begynner du også og gjespe da?,bokmål
1404476259862724615,Oda Haukaas,2021-06-14 16:30:08,@bussulykke Husk vann fra springen.,bokmål
1404476638537125893,Magne Bjella,2021-06-14 16:31:39,@Geitebukk2 Så ingen ingen blir rusavhengige og ikke havner utpå og tar i bruk sterkere stoffer liksom? Ingen?,bokmål
1404477523774394374,Rugml Mestavia 🏳️‍⚧️BLM,2021-06-14 16:35:10,@littnooi Det er der den gamle leiligheten er.,bokmål
1404477694105067521,Magne Bjella,2021-06-14 16:35:50,@Geitebukk2 Sterkt overdrevet? Hm ….,bokmål
1404477759615873028,Karine (D.T.A.P.) Kristiansen,2021-06-14 16:36:06,@GunhildSkjei Gratulerer med dagen 🥳,bokmål
1404478411330961416,Mona Eng,2021-06-14 16:38:41,"Alle har noen som snakker for seg og menneskerettighetene deres. Nå håper jeg at noen snakker og skriver kronikker og holder debatter om de stillferdige, de som stadig tar hensyn. De som lever sine liv uten å skrive kronikker og formulere klager. Det er deres tur nå. #dax18",bokmål
1404478927058477056,Iis Nymoen,2021-06-14 16:40:44,"@Dennysiregar7 Hva betyr tytyd om Denny..? 🙄🙄 Vennligst forklar, er du snill? 😉😁",bokmål
